COUNT_OF_ITERATIONS,logoIndicationBooleanSQDIFF,resTM_SQDIFF_NORMED.max(),logoIndicationBooleanCCOEFF,resTM_CCOEFF_NORMED.max(),ECR_RATIO,MVL SUM,MVL ABS,RMS,DB,ZCR,MFCC,FARBWECHSEL RATIO,SIFT RATIO,BRIGHTNESS_BOOLEAN,brightness,Tag,Zeit,LABEL
1,[[ True]],[[0.0115701]],[[ True]],[[0.9984331]],0,0,0,0.012665181432538836,0,0,246.57656011875906,0,1,False,82.82074652777777,5,02:31,Programm
2,[[ True]],[[0.01311539]],[[ True]],[[0.99885106]],0.40134370579915135,0.0037703,0.0037703,0.005676442762535478,-39.83380428660269,0,125.55433961564628,0.007047919747464427,0.5681818181818182,False,82.05555555555556,5,02:31,Programm
3,[[ True]],[[0.01431346]],[[ True]],[[0.9991293]],0.41283592644978784,0.0037703,0.0037703,0.020966216010010072,-40.59430509320238,76,128.71818128028758,0.01105370336378682,0.5780346820809249,False,81.26605902777777,5,02:31,Programm
4,[[ True]],[[0.01075916]],[[ True]],[[0.9964241]],0.6887998473573745,0.0037703,0.0037703,0.01077303384502701,-33.56959888164297,59,152.34139619170747,0.03614950958601624,0.5076142131979695,False,111.61241319444444,5,02:31,Programm
5,[[ True]],[[0.03443554]],[[ True]],[[0.9775919]],0.4357335127860027,0.0037703,0.0037703,0.011352885525070956,-39.039111914945764,55,139.4269987284989,0.02680205330874286,0.7142857142857143,False,111.13758680555556,5,02:31,Programm
6,[[ True]],[[0.03677193]],[[ True]],[[0.9772188]],0.3199865410497981,0.0037703,0.0037703,0.008056886501663259,-38.89787482519603,37,137.76106371060467,0.011004694948179232,0.8620689655172413,False,111.72178819444444,5,02:31,Programm
7,[[ True]],[[0.02293402]],[[ True]],[[0.9828681]],0.35645604395604397,0.0037703,0.0037703,0.003631702627643666,-41.87665508543736,92,140.09479802994346,0.018592515304849875,0.9259259259259259,False,109.81206597222223,5,02:31,Programm
8,[[ True]],[[0.01547533]],[[ True]],[[0.9983192]],0.6009214567792892,0.0037703,0.0037703,0.014831995605334635,-48.79779439498336,100,121.99356390700288,0.03579369987697435,0.8403361344537815,False,81.21354166666667,5,02:31,Programm
13,[[ True]],[[0.10988884]],[[ True]],[[0.996566]],0.9287184158148636,-254.96576,2256.0388,0.007354960783715323,-46.22633396971548,75,120.02753644671556,0.02859116869918615,0.0764525993883792,False,125.60894097222223,5,02:31,Programm
14,[[ True]],[[0.15283367]],[[ True]],[[0.93247634]],0.9005343819318411,47.31198,795.6382,0.1109042634357738,-42.66839277133661,44,121.39408302876181,0.034339288529769724,0.46511627906976744,False,130.71440972222223,5,02:31,Programm
15,[[ True]],[[0.15676634]],[[ True]],[[0.9333304]],0.23889956971527967,37.45134,85.33789,0.005645924253059481,-19.101035163393668,69,175.56227767425906,0.00646268784501167,0.11402508551881414,False,131.32725694444446,5,02:31,Programm
16,[[ True]],[[0.15721792]],[[ True]],[[0.9342755]],0.23551222191705576,-80.68947,96.61449,0.011535996581926939,-44.9652990547737,10,118.26007823697262,0.00637659362867252,0.1122334455667789,False,131.75303819444446,5,02:31,Programm
