COUNT_OF_ITERATIONS,logoIndicationBooleanSQDIFF,resTM_SQDIFF_NORMED.max(),logoIndicationBooleanCCOEFF,resTM_CCOEFF_NORMED.max(),ECR_RATIO,MVL SUM,MVL ABS,RMS,DB,ZCR,MFCC,FARBWECHSEL RATIO,SIFT RATIO,BRIGHTNESS_BOOLEAN,brightness,Tag,Zeit,LABEL
1,[[ True]],[[0.08767644]],[[ True]],[[0.80108935]],0,0,0,0.015289773247474594,0,0,246.57656011875906,0,1,[[ True]],100.86805555555556,1,00:01,Programm
2,[[ True]],[[0.08706951]],[[ True]],[[0.80267084]],0.23706530958439356,0.061424255,0.18801117,0.015594958342234566,-37.11040962143697,156,159.26410004669984,0.007827933793684896,0.5882352941176471,[[ True]],101.01215277777777,1,00:01,Programm
3,[[ True]],[[0.09424365]],[[ True]],[[0.79069954]],0.21310080816673757,0.20275879,5.4484253,0.04422132023071993,-36.140315620139724,58,151.85889282524073,0.029382202897393097,0.5524861878453039,[[ True]],97.50217013888889,1,00:01,Programm
4,[[ True]],[[0.10113803]],[[ True]],[[0.77460986]],0.4324903557651093,-7.542019,13.06805,0.014770958586382641,-30.187974522887636,53,166.22502213472558,0.02775739027395712,0.591715976331361,[[ True]],97.91319444444444,1,00:01,Programm
5,[[ True]],[[0.0918869]],[[ True]],[[0.79101634]],0.4158004158004158,-2.3950806,4.8131866,0.029541917172765282,-36.922396011511736,65,147.92191102784707,0.024197086410558205,0.6802721088435374,[[ True]],100.32682291666667,1,00:01,Programm
6,[[ True]],[[0.11166852]],[[ True]],[[0.7911912]],0.43843193843193845,0.46986008,5.913349,0.012451551866206854,-29.504601071339756,59,157.4346654749005,0.029377887180161648,0.7299270072992701,[[ True]],87.19010416666667,1,00:01,Programm
7,[[ True]],[[0.1105738]],[[ True]],[[0.794476]],0.6486291486291487,-0.006614685,1.0643997,0.02621539963988159,-38.09553036103638,42,143.02180713651038,0.021266560118660825,0.7936507936507936,[[ True]],87.11024305555556,1,00:01,Programm
8,[[ True]],[[0.11086177]],[[ True]],[[0.7951614]],0.6236263736263736,-0.0716095,0.95851135,0.027161473433637503,-31.628870346209133,47,155.17002480397235,0.018541719202156588,0.7352941176470589,[[ True]],86.47569444444444,1,00:01,Programm
9,[[ True]],[[0.11005973]],[[ True]],[[0.79643184]],0.5481719367588933,-0.052951813,0.9592018,0.028290658284249398,-27.355207138012005,52,156.076356925246,0.017490320296555235,0.8403361344537815,[[ True]],86.73697916666667,1,00:01,Programm
10,[[ True]],[[0.09092845]],[[ True]],[[0.79220307]],0.8263339920948617,1.1851273,7.90361,0.02749717703787347,-30.967138939944036,82,163.26713547186537,0.03745346704367886,0.746268656716418,[[ True]],95.43967013888889,1,00:01,Programm
11,[[ True]],[[0.09035301]],[[ True]],[[0.7927077]],0.024861878453038673,-0.017742157,0.58130264,0.014801477095858639,-33.16208369420861,68,157.69610128785624,0.010011383425530406,0.6134969325153374,[[ True]],96.29947916666667,1,00:01,Programm
12,[[ True]],[[0.0892806]],[[ True]],[[0.7951773]],0.10841836734693877,0.105602264,0.54510117,0.014740440076906645,-36.593898850788705,54,146.51806288990772,0.008875342089194018,0.625,[[ True]],95.97873263888889,1,00:01,Programm
13,[[ True]],[[0.09061737]],[[ True]],[[0.79192173]],0.10113636363636364,-0.44641876,0.7062988,0.009277626880703146,-36.62979100780373,54,148.80022893061783,0.008430536344108558,0.5952380952380952,[[ True]],96.34939236111111,1,00:01,Programm
14,[[ True]],[[0.08989747]],[[ True]],[[0.79381675]],0.2056818181818182,0.22259521,0.4048233,0.014831995605334635,-40.651261950658906,66,142.62544496580463,0.010405888068441711,0.5780346820809249,[[ True]],96.06336805555556,1,00:01,Programm
15,[[ True]],[[0.09037868]],[[ True]],[[0.7927655]],0.6481294236602629,-0.1606369,0.50650024,0.015808587908566547,-36.57600823758811,78,154.05867935049537,0.010591002082188416,0.6289308176100629,[[ True]],96.84982638888889,1,00:01,Programm
16,[[ True]],[[0.08996648]],[[ True]],[[0.79378444]],0.03128054740957967,0.3537712,0.40813065,0.018951994384594256,-36.02213842792932,72,148.52908652889272,0.01011401464866841,0.5813953488372093,[[ True]],96.76475694444444,1,00:01,Programm
17,[[ True]],[[0.09009895]],[[ True]],[[0.79374516]],0.6588465298142717,-0.10322571,0.33481598,0.022461622974333934,-34.44690161930238,66,150.87008508423364,0.009318267004551552,0.6493506493506493,[[ True]],96.52170138888889,1,00:01,Programm
18,[[ True]],[[0.09399933]],[[ True]],[[0.795799]],0.717751718560453,1.5736313,5.1907806,0.021118808557390057,-32.971177336084004,125,166.0053045663224,0.03768172640086622,0.6289308176100629,[[ True]],103.16536458333333,1,00:01,Programm
19,[[ True]],[[0.09283201]],[[ True]],[[0.798147]],0.3310810810810811,-0.23007584,0.959095,0.018951994384594256,-33.50661173369882,115,163.85579457525557,0.006587785592110062,0.5291005291005291,[[ True]],103.13628472222223,1,00:01,Programm
20,[[ True]],[[0.09325475]],[[ True]],[[0.7972128]],0.2549140049140049,-0.59632874,0.91877747,0.019165623950926237,-34.44690161930238,55,152.79670288246305,0.00623242370766567,0.5263157894736842,[[ True]],102.86197916666667,1,00:01,Programm
21,[[ True]],[[0.09336173]],[[ True]],[[0.79705125]],0.1680872826457552,0.1137619,0.42764282,0.030060731833857234,-34.34954074809006,61,151.95594340814694,0.005989209447801514,0.5405405405405406,[[ True]],102.83072916666667,1,00:01,Programm
22,[[ True]],[[0.0928747]],[[ True]],[[0.79761195]],0.3101398601398601,0.13802719,0.61816025,0.08719138157292398,-25.02655049671781,57,161.00957934455548,0.0061589009400715815,0.5494505494505495,[[ True]],102.91319444444444,1,00:01,Programm
23,[[ True]],[[0.09301864]],[[ True]],[[0.79729134]],0.44837587006960555,-0.03161621,0.59482574,0.008758812219611195,-22.762608601470006,65,178.36109255865154,0.006432476458934612,0.5154639175257731,[[ True]],102.73350694444444,1,00:01,Programm
24,[[ True]],[[0.09051733]],[[ True]],[[0.7975174]],0.5986078886310905,-26.179077,30.55317,0.009277626880703146,-41.15109568815413,90,142.7825907803106,0.03525637348589789,0.5847953216374269,[[ True]],97.43402777777777,1,00:01,Programm
25,[[ True]],[[0.09138671]],[[ True]],[[0.79423505]],0.4462809917355372,-0.5293274,0.9466553,0.017853328043458357,-40.651261950658906,71,140.20560396603102,0.009513635331700986,0.8771929824561403,[[ True]],97.84722222222223,1,00:01,Programm
26,[[ True]],[[0.09276668]],[[ True]],[[0.7910381]],0.35782063054790325,-0.014591217,0.70622635,0.1703848384044923,-34.96561630119037,212,155.71381568914492,0.014324143641027057,0.8695652173913043,[[ True]],98.09982638888889,1,00:01,Programm
27,[[ True]],[[0.09171572]],[[ True]],[[0.7928549]],0.06239737274220033,0.05751419,0.555645,0.01229895931882687,-15.37138106582539,64,185.9654303500561,0.009524474556639101,0.8928571428571429,[[ True]],98.29947916666667,1,00:01,Programm
28,[[ True]],[[0.11894592]],[[ True]],[[0.79431474]],0.34072249589490966,-0.95051956,6.590374,0.01272621845149083,-38.01078930217129,59,147.87204270681877,0.03651729448486511,0.9174311926605505,[[ True]],83.28819444444444,1,00:01,Programm
29,[[ True]],[[0.11997437]],[[ True]],[[0.79506767]],0.12220149253731344,0.0630188,0.8588104,0.021118808557390057,-37.90601252335883,73,147.02115023671092,0.010231262171859089,0.847457627118644,[[ True]],82.42838541666667,1,00:01,Programm
